,qtd_filhos,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,sexo_M,posse_de_veiculo_Y,posse_de_imovel_Y,tipo_renda_Pensioner,tipo_renda_State servant,tipo_renda_Student,tipo_renda_Working,educacao_Higher education,educacao_Incomplete higher,educacao_Lower secondary,educacao_Secondary / secondary special,estado_civil_Married,estado_civil_Separated,estado_civil_Single / not married,estado_civil_Widow,tipo_residencia_House / apartment,tipo_residencia_Municipal apartment,tipo_residencia_Office apartment,tipo_residencia_Rented apartment,tipo_residencia_With parents
35,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
36,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
37,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
38,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
39,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
40,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
41,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
42,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
43,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
44,0,42.51780821917808,8.860273972602739,1,0,0,0,1.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
45,0,37.37534246575343,13.276712328767124,1,0,1,0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
46,0,37.37534246575343,13.276712328767124,1,0,1,0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
47,0,37.37534246575343,13.276712328767124,1,0,1,0,2.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
48,1,28.27671232876712,7.693150684931507,1,0,0,0,3.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
49,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
50,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
51,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
52,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
53,0,48.72602739726028,4.69041095890411,1,0,0,0,2.0,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
54,0,43.90958904109589,2.4356164383561643,1,0,1,0,2.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
55,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
56,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
57,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
58,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
59,0,61.14794520547945,-1000.6657534246576,1,0,0,0,2.0,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
60,0,45.43013698630137,3.271232876712329,1,1,1,0,1.0,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
61,0,45.43013698630137,3.271232876712329,1,1,1,0,1.0,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False
62,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
63,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
64,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
65,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
66,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
67,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
68,0,51.85205479452055,17.194520547945206,1,1,1,0,2.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
69,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
70,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
71,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
72,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
73,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
74,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
75,2,42.31232876712329,8.526027397260274,1,0,0,1,4.0,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
76,0,54.41369863013698,29.70684931506849,1,0,0,1,2.0,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
77,0,51.18356164383562,-1000.6657534246576,1,0,0,0,2.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
78,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
79,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
80,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
81,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
82,2,30.12876712328767,6.271232876712329,1,0,0,1,4.0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
83,0,24.27671232876712,2.4356164383561643,1,1,0,0,1.0,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
84,0,28.63013698630137,5.69041095890411,1,0,0,0,2.0,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
85,0,28.63013698630137,5.69041095890411,1,0,0,0,2.0,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
86,0,28.63013698630137,5.69041095890411,1,0,0,0,2.0,False,True,True,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
87,0,28.12054794520548,8.693150684931506,1,0,1,1,2.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
88,1,48.56438356164384,1.9397260273972603,1,0,1,1,3.0,False,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
89,1,38.69041095890411,3.5232876712328767,1,0,0,0,3.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
90,0,27.572602739726022,8.693150684931506,1,0,0,1,2.0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
91,0,56.24931506849315,15.6986301369863,1,0,0,0,2.0,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
92,2,40.35616438356164,8.189041095890412,1,0,0,0,4.0,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
93,2,40.35616438356164,8.189041095890412,1,0,0,0,4.0,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
94,1,37.47671232876712,12.03013698630137,1,0,0,1,3.0,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
95,0,36.35890410958904,1.5205479452054795,1,0,0,0,1.0,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False
96,2,35.23013698630137,11.112328767123287,1,0,1,0,4.0,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
97,2,35.23013698630137,11.112328767123287,1,0,1,0,4.0,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
98,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
99,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
100,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
101,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
102,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
103,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
104,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
105,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
106,0,43.11506849315069,1.1835616438356165,1,0,0,0,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
107,0,59.37808219178082,-1000.6657534246576,1,0,0,0,1.0,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
108,0,26.457534246575342,4.273972602739726,1,1,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
109,0,43.35616438356164,10.191780821917808,1,1,1,0,2.0,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
110,0,43.35616438356164,10.191780821917808,1,1,1,0,2.0,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
111,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
112,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
113,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
114,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
115,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
116,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
117,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
118,0,53.63013698630137,7.947945205479452,1,0,0,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
119,0,35.38356164383562,8.695890410958905,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
120,0,35.38356164383562,8.695890410958905,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
121,0,35.38356164383562,8.695890410958905,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
122,0,62.67671232876712,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
123,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
124,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
125,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
126,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
127,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
128,0,50.2054794520548,3.441095890410959,1,0,0,0,2.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
129,0,48.14520547945205,15.868493150684932,1,1,1,0,2.0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
130,0,48.14520547945205,15.868493150684932,1,1,1,0,2.0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
131,0,48.14520547945205,15.868493150684932,1,1,1,0,2.0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
132,0,57.40547945205479,23.791780821917808,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
133,0,57.40547945205479,23.791780821917808,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
134,0,57.40547945205479,23.791780821917808,1,1,1,0,2.0,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
135,0,33.78904109589041,2.356164383561644,1,1,1,0,2.0,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False
136,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
137,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
138,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
139,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
140,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
141,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
142,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
143,0,40.18356164383562,2.186301369863014,1,1,0,0,2.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
144,0,29.07123287671233,2.6904109589041094,1,0,1,0,2.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True
145,0,52.27945205479452,14.364383561643836,1,0,1,0,1.0,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False
146,0,38.90684931506849,5.86027397260274,1,0,1,0,2.0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
147,1,27.27945205479452,2.5232876712328767,1,1,0,0,3.0,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
148,1,27.27945205479452,2.5232876712328767,1,1,0,0,3.0,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False
149,0,43.75342465753425,24.621917808219177,1,0,0,0,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
150,0,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
151,0,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
152,0,28.126027397260277,4.526027397260274,1,1,1,0,2.0,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
153,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
154,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
155,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
156,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
157,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
158,0,40.49589041095891,6.693150684931507,1,0,1,0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False
159,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
160,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
161,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
162,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
163,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
164,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
165,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
166,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
167,0,41.47945205479452,13.194520547945206,1,0,1,0,2.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
168,0,57.64657534246575,-1000.6657534246576,1,0,1,0,2.0,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
169,0,44.106849315068494,5.112328767123287,1,0,1,0,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
170,0,60.44109589041096,-1000.6657534246576,1,0,0,0,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
171,0,60.44109589041096,-1000.6657534246576,1,0,0,0,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
172,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
173,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
174,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
175,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
176,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
177,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
178,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
179,0,55.17808219178082,-1000.6657534246576,1,0,1,1,2.0,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False
